dataset,c_split,model,property,value,testing_entities,testing_min_entities,testing_triples,testing_min_triples,results_hits_at_10,results_hits_at_5,results_hits_at_3,results_hits_at_1,results_inverse_harmonic_mean_rank,results_arithmetic_mean_rank,results_min_hits_at_10,results_min_hits_at_5,results_min_hits_at_3,results_min_hits_at_1,results_min_arithmetic_mean_rank,results_min_inverse_harmonic_mean_rank,training_cpu_energy,training_gpu_energy,training_ram_energy,training_duration,prediction_cpu_energy,prediction_gpu_energy,prediction_ram_energy,prediction_duration,evaluation_cpu_energy,evaluation_gpu_energy,evaluation_ram_energy,evaluation_duration,evaluation_min_cpu_energy,evaluation_min_gpu_energy,evaluation_min_ram_energy,evaluation_min_duration,directed,information_loss,original_average_pagerank,original_average_degree,original_average_betweenness,original_average_harmonic_centrality,average_harmonic_centrality,average_betweenness,average_pagerank,n_relationships,order,size,density,diameter,transitivity_undirected,connected_components_weak,connected_components_weak_relative_nodes,connected_components_weak_relative_arcs,girth,vertex_connectivity,edge_connectivity,clique_number,average_degree,max_degree,degree_deciles,average_indegree,indegree_deciles,average_outdegree,outdegree_deciles,radius,average_path_length,assortativity_degree,mean_eccentricity,min_eccentricity,max_eccentricity,eccentricity_deciles,centralization,motifs_randesu_no,num_farthest_points,mincut_value,len_feedback_arc_set,mean_authority_score,min_authority_score,max_authority_score,mean_hub_score,min_hub_score,max_hub_score,min_closeness,max_closeness,mean_closeness,min_constraint,max_constraint,mean_constraint,max_coreness,min_coreness,mean_coreness,max_strength,min_strength,mean_strength,entropy
FB15k,0,ComplEx,random,0.15,11187,10452,42782,38573,0.7553644055911365,0.6809288953298116,0.6156327427422748,0.45515637417605537,0.5577690005302429,207.6165008544922,0.7500972182614782,0.6730744303009878,0.6031939439504317,0.44177274259196847,204.92718505859375,0.5464349985122681,0.01304930225554456,0.4195986451230951,0.003229271851215486,7778.425231456757,0.01304930225554456,0.4195986451230951,0.003229271851215486,0.016530752182006836,0.01304930225554456,0.4195986451230951,0.003229271851215486,4.763843774795532,0.01304930225554456,0.4195986451230951,0.003229271851215486,6.0809326171875,True,0.8477816911680774,6.68851581833991e-05,51.97364724767574,13227.494415089295,0.38346699778809296,0.37645461761754556,27292.04266076792,7.900142202559646e-05,1287,12658,278938,0.0017410522759718596,9,0.01705561647396742,8,0.9987359772475904,0.9999318845048003,3,0,0,21,44.07299731395165,6351,"[1.0, 6.0, 10.0, 15.0, 21.0, 28.0, 36.0, 44.0, 54.0, 76.0, 6351.0]",22.036498656975827,"[0.0, 3.0, 5.0, 7.0, 10.0, 13.0, 16.0, 20.0, 25.0, 36.0, 5107.0]",22.036498656975827,"[0.0, 3.0, 5.0, 8.0, 11.0, 15.0, 19.0, 23.0, 29.0, 40.0, 2953.0]",0,3.196527473757753,-0.08938617444740381,6.002765049770896,0.0,9.0,"[0.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 9.0]",0.021027680646553738,50039543,3,0.0,118252,0.0035233150254743713,0.0,1.0,0.10387483677190237,0.0,1.0,0.18796467019568192,1.0,0.3603319741589914,0.0,1.0,0.1409605040176476,55,1,23.08374150734713,6351.0,1.0,44.07299731395165,7.644910163851159
FB15k,0,ComplEx,random,0.2,10452,10452,38573,38573,0.7563191869960854,0.6818888860083478,0.6186192414383118,0.45836465921758746,0.5600509643554688,221.58187866210938,0.7563191869960854,0.6818888860083478,0.6186192414383118,0.45836465921758746,221.58187866210938,0.5600509643554688,0.04671430471835832,0.381902228854873,0.00287774810976473,6986.185438156128,0.04671430471835832,0.381902228854873,0.00287774810976473,0.02176833152770996,0.04671430471835832,0.381902228854873,0.00287774810976473,4.36583399772644,0.04671430471835832,0.381902228854873,0.00287774810976473,4.059688568115234,True,0.8031302464823893,6.68851581833991e-05,51.97364724767574,13227.494415089295,0.38346699778809296,0.3766216464040618,25714.616574214142,8.404773911581779e-05,1276,11898,250671,0.0017708944113559015,9,0.01700574694608348,9,0.9984871406959153,0.9999202141452342,3,0,0,21,42.13666162380232,6006,"[1.0, 6.0, 10.0, 14.0, 20.0, 26.5, 34.0, 42.0, 52.0, 72.0, 6006.0]",21.06833081190116,"[0.0, 3.0, 4.0, 7.0, 9.0, 12.0, 15.0, 19.0, 24.0, 35.0, 4839.0]",21.06833081190116,"[0.0, 3.0, 5.0, 8.0, 11.0, 14.0, 18.0, 22.0, 27.0, 39.0, 2780.0]",0,3.2043942876344444,-0.09089154842910065,6.008320726172466,0.0,9.0,"[0.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 9.0]",0.02218907039481856,43980512,3,0.0,105919,0.003548903669987395,0.0,0.9999999999999999,0.10686061800971212,0.0,1.0,0.18791426085580953,1.0,0.3607731852034828,0.0,1.0,0.14569257310922937,54,1,22.105648008068584,6006.0,1.0,42.13666162380232,7.6443323852068215
Kinships,0,ComplEx,random,0.01,103,83,1052,700,0.970532319391635,0.935361216730038,0.8868821292775665,0.6801330798479087,0.7903395891189575,2.550380229949951,0.97,0.9371428571428572,0.8892857142857142,0.6464285714285715,2.671428680419922,0.7734386920928955,0.005880466724925169,0.003378531869490331,6.197207608463544e-05,161.2899730205536,0.005880466724925169,0.003378531869490331,6.197207608463544e-05,0.02083110809326172,0.005880466724925169,0.003378531869490331,6.197207608463544e-05,0.11899137496948242,0.005880466724925169,0.003378531869490331,6.197207608463544e-05,0.06997227668762207,True,0.9904545048803822,0.009615384615384612,164.3846153846154,2.173076923076923,0.9789021657953696,0.9789644012944982,20.59223300970874,0.009708737864077669,25,103,8385,0.7981153626499143,2,0.957962325074099,1,1.0,1.0,3,67,67,51,162.81553398058253,177,"[147.0, 155.2, 157.4, 160.0, 161.0, 163.0, 164.0, 166.0, 168.0, 170.8, 177.0]",81.40776699029126,"[67.0, 76.0, 78.0, 79.0, 81.0, 82.0, 82.20000000000002, 84.0, 85.0, 87.0, 92.0]",81.40776699029126,"[70.0, 77.0, 78.4, 80.0, 80.0, 81.0, 82.0, 83.0, 85.0, 86.0, 92.0]",2,1.2018846373500858,-0.001550626183107411,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",-0.7771890974804141,175927,3,67.0,3942,0.8857022970034344,0.7287704609851776,1.0,0.8800837000092211,0.7611268481830183,1.0,0.9107142857142857,1.0,0.9599736038521304,0.03938032275796976,0.03996467959512742,0.039623222787815986,147,147,147.0,177.0,147.0,162.81553398058253,4.235125672119365
Kinships,0,ComplEx,random,0.05,99,83,968,700,0.9726239669421488,0.9473140495867769,0.8966942148760331,0.7153925619834711,0.8132454752922058,2.485020637512207,0.9714285714285714,0.9514285714285714,0.8942857142857142,0.6707142857142857,2.5642857551574707,0.7886227965354919,0.005705869576080897,0.0030747460709079633,6.201562343682099e-05,151.73652338981628,0.005705869576080897,0.0030747460709079633,6.201562343682099e-05,0.0187985897064209,0.005705869576080897,0.0030747460709079633,6.201562343682099e-05,0.11618185043334961,0.005705869576080897,0.0030747460709079633,6.201562343682099e-05,0.06997370719909668,True,0.9515721414227204,0.009615384615384612,164.3846153846154,2.173076923076923,0.9789021657953696,0.9788703360131931,19.878787878787875,0.0101010101010101,25,99,7734,0.7971552257266543,2,0.957730162554911,1,1.0,1.0,3,63,63,49,156.24242424242425,169,"[141.0, 149.0, 151.0, 153.0, 155.0, 156.0, 158.0, 159.60000000000002, 161.4, 163.2, 169.0]",78.12121212121212,"[63.0, 72.0, 75.0, 76.0, 77.2, 78.0, 79.0, 80.0, 82.0, 83.2, 89.0]",78.12121212121212,"[67.0, 74.0, 75.0, 76.4, 77.0, 78.0, 79.0, 80.60000000000001, 82.0, 83.0, 88.0]",2,1.2028447742733457,-0.0024268932475621304,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",-0.7755013788644165,156032,3,63.0,3638,0.8782057361014945,0.7086920573109307,1.0,0.8829265147936471,0.7536576318327655,1.0,0.9158878504672897,1.0,0.9598001928941707,0.04098920899313431,0.04159160393133531,0.041225904075212844,141,141,141.0,169.0,141.0,156.24242424242425,4.226476943538681
Kinships,0,ComplEx,random,0.1,94,83,865,700,0.9763005780346821,0.9439306358381503,0.9109826589595376,0.7323699421965318,0.8270931839942932,2.3057804107666016,0.9757142857142858,0.9414285714285714,0.9021428571428571,0.6928571428571428,2.3607141971588135,0.8045507669448853,0.005181495414081905,0.003251630656862403,6.107112935527908e-05,149.3861105442047,0.005181495414081905,0.003251630656862403,6.107112935527908e-05,0.020163774490356445,0.005181495414081905,0.003251630656862403,6.107112935527908e-05,0.1172947883605957,0.005181495414081905,0.003251630656862403,6.107112935527908e-05,0.06659579277038574,True,0.9038903156936972,0.009615384615384612,164.3846153846154,2.173076923076923,0.9789021657953696,0.9788377945550216,18.829787234042552,0.010638297872340425,25,94,6972,0.7975291695264242,2,0.9576406532591101,1,1.0,1.0,3,60,60,47,148.3404255319149,162,"[133.0, 142.0, 144.0, 145.0, 147.0, 148.0, 149.0, 151.0, 153.0, 155.0, 162.0]",74.17021276595744,"[60.0, 69.0, 71.0, 72.0, 74.0, 74.0, 75.0, 77.0, 77.0, 79.0, 85.0]",74.17021276595744,"[64.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.4, 79.0, 83.0]",2,1.2024708304735758,-0.002777515265892531,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",-0.7745122138887627,133347,3,60.0,3270,0.8745274034877459,0.7080077593802375,1.0,0.8885017861658413,0.7681169505234245,1.0,0.9207920792079208,1.0,0.9597447105503186,0.043103937512935266,0.04380717595668365,0.04341181544715691,134,133,133.95744680851064,162.0,133.0,148.3404255319149,4.221945196071159
Kinships,0,ComplEx,random,0.15,88,83,776,700,0.9800257731958762,0.9555412371134021,0.9162371134020618,0.7351804123711341,0.8314720392227173,2.34213924407959,0.9807142857142858,0.955,0.9114285714285715,0.7121428571428572,2.317142963409424,0.8185738921165466,0.004541962661622774,0.0029801712730161967,5.5568074080960625e-05,136.02598309516907,0.004541962661622774,0.0029801712730161967,5.5568074080960625e-05,0.01796555519104004,0.004541962661622774,0.0029801712730161967,5.5568074080960625e-05,0.104827880859375,0.004541962661622774,0.0029801712730161967,5.5568074080960625e-05,0.0625455379486084,True,0.8452618258466653,0.009615384615384612,164.3846153846154,2.173076923076923,0.9789021657953696,0.9783176593521421,17.75,0.011363636363636362,25,88,6094,0.7959770114942529,2,0.956571963473048,1,1.0,1.0,3,55,55,43,138.5,151,"[124.0, 131.0, 134.0, 136.0, 137.0, 138.0, 139.20000000000002, 141.0, 142.60000000000002, 146.3, 151.0]",69.25,"[55.0, 63.7, 66.0, 68.0, 68.80000000000001, 70.0, 71.0, 71.0, 73.0, 74.3, 80.0]",69.25,"[60.0, 65.7, 67.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.3, 77.0]",2,1.2040229885057472,-0.002909259645947293,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",-0.7714476568464608,109141,3,55.0,2850,0.8677422988352028,0.6906041430145936,1.0,0.8942921049528809,0.7770689871353947,0.9999999999999999,0.9157894736842105,1.0,0.9588085696917813,0.04605217196014644,0.046865475296417956,0.046379072780586686,125,124,124.98863636363636,151.0,124.0,138.5,4.23219762812219
WN18RR,0,ComplEx,random,0.01,12277,8558,9075,6013,0.4866666666666667,0.4418732782369146,0.4109090909090909,0.3403856749311295,0.39120590686798096,3131.2099609375,0.4805421586562448,0.4343089971727923,0.4037917844669882,0.3258772659238317,3268.3359375,0.3803784847259522,0.012890837568772913,0.10014568372759669,0.0008285344479344091,2000.1871950626373,0.012890837568772913,0.10014568372759669,0.0008285344479344091,0.01857137680053711,0.012890837568772913,0.10014568372759669,0.0008285344479344091,1.9557905197143555,0.012890837568772913,0.10014568372759669,0.0008285344479344091,2.360752582550049,True,0.9889690157955029,2.465544022288518e-05,3.648955842106561,150239.13851426326,0.12255892611925581,0.12155338078677555,163893.4592435398,2.4965672200724004e-05,11,40055,72511,4.5196131645945425e-05,59,0.006862716809914196,137,0.9914617401073524,0.9951041910882487,3,0,0,4,3.6205717138933964,509,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 7.0, 509.0]",1.8102858569466982,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 4.0, 504.0]",1.8102858569466982,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 337.0]",0,18.401535392301245,-0.051875246093627446,42.61690176007989,0.0,59.0,"[0.0, 40.0, 41.0, 43.0, 44.0, 45.0, 45.0, 47.0, 48.0, 49.0, 59.0]",0.006974717662905826,1103962,3,0.0,12014,3.1544308739142624e-05,0.0,1.0,0.010900950991845498,0.0,0.9999999999999999,0.06535663737204174,1.0,0.12448844594370283,0.0019723561357258912,1.2569444444444442,0.5691950800423933,6,1,2.1339158656846835,509.0,1.0,3.6205717138933964,2.1482660467127426
WN18RR,0,ComplEx,random,0.03,11861,8558,8726,6013,0.47925739170295667,0.43760027504011,0.40963786385514556,0.3402475360990144,0.3893072307109833,3652.45703125,0.4720605355064028,0.4307334109429569,0.4020455679361384,0.32712456344586727,3827.171875,0.3788084089756012,0.010591108238157586,0.09808669346929122,0.0008038215114688671,1943.199375629425,0.010591108238157586,0.09808669346929122,0.0008038215114688671,0.01582503318786621,0.010591108238157586,0.09808669346929122,0.0008038215114688671,1.8675434589385986,0.010591108238157586,0.09808669346929122,0.0008038215114688671,2.3430516719818115,True,0.9667869388242054,2.465544022288518e-05,3.648955842106561,150239.13851426326,0.12255892611925581,0.12010468579731848,153923.78499833425,2.56351098464457e-05,11,39009,69711,4.581237547440463e-05,59,0.006826000070185355,170,0.989130713425107,0.9940898853839423,3,0,0,4,3.5740982850111513,494,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 7.0, 494.0]",1.7870491425055757,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 4.0, 489.0]",1.7870491425055757,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 330.0]",0,18.60965602369022,-0.05247206931722106,41.963111076930964,0.0,59.0,"[0.0, 38.0, 41.0, 43.0, 44.0, 45.0, 45.0, 47.0, 48.0, 49.0, 59.0]",0.0070408908461536265,1049553,3,0.0,11497,3.2263078267458886e-05,0.0,1.0,0.010896538228034528,0.0,1.0,0.06521808946696754,1.0,0.12526481311424173,0.0020324870101132778,1.2569444444444442,0.5750197809017129,6,1,2.112051065138814,494.0,1.0,3.5740982850111513,2.149326233483406
WN18RR,0,ComplEx,random,0.05,11421,8558,8351,6013,0.47928391809364146,0.4358759430008382,0.40558017003951624,0.3364267752364986,0.38625138998031616,3662.136962890625,0.4735572925328455,0.42956926658905703,0.39930151338766007,0.3258772659238317,3812.9052734375,0.37775906920433044,0.07103767446926076,0.09459908651254523,0.0007434156355334482,1907.6178724765778,0.07103767446926076,0.09459908651254523,0.0007434156355334482,0.019548416137695312,0.07103767446926076,0.09459908651254523,0.0007434156355334482,1.9304633140563965,0.07103767446926076,0.09459908651254523,0.0007434156355334482,2.2708017826080322,True,0.9452947258920081,2.465544022288518e-05,3.648955842106561,150239.13851426326,0.12255892611925581,0.11822923241547183,148353.7601999215,2.630540576088386e-05,11,38015,66905,4.6297763256482736e-05,61,0.0068169549135259425,210,0.9864264106273839,0.992975113967566,3,0,0,4,3.5199263448638693,485,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 6.0, 485.0]",1.7599631724319347,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 4.0, 480.0]",1.7599631724319347,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 324.0]",0,19.181252001788184,-0.052963650282828074,41.79702748914902,0.0,61.0,"[0.0, 39.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 61.0]",0.007203110433645701,995754,3,0.0,11010,2.7607237218208857e-05,0.0,1.0,0.012319852386591466,0.0,1.0,0.05820519745808226,1.0,0.1261500198389033,0.0020703581677117737,1.2569444444444442,0.5828347445026746,6,1,2.0827831119295017,485.0,1.0,3.5199263448638693,2.146096624795672
WN18RR,0,ComplEx,random,0.1,10418,8558,7535,6013,0.46755142667551425,0.42733908427339085,0.39721300597213005,0.33417385534173855,0.3801373243331909,4341.451171875,0.4580908032596042,0.41834358889073675,0.38865790786628973,0.32255113919840345,4576.0693359375,0.3697228729724884,0.03394726879445996,0.09246409174899384,0.0007485055946547061,1811.8477368354797,0.03394726879445996,0.09246409174899384,0.0007485055946547061,0.020004987716674805,0.03394726879445996,0.09246409174899384,0.0007485055946547061,1.7264378070831299,0.03394726879445996,0.09246409174899384,0.0007485055946547061,3.006099224090576,True,0.888140883226606,2.465544022288518e-05,3.648955842106561,150239.13851426326,0.12255892611925581,0.1140163841023286,118755.74880740709,2.8227058458238063e-05,11,35427,59983,4.77938137949668e-05,63,0.0068612932879564435,290,0.9797611990854433,0.98946368137639,3,0,0,4,3.386287295000988,460,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 6.0, 460.0]",1.693143647500494,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 455.0]",1.693143647500494,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 303.0]",0,20.18012426825729,-0.05338520804807983,37.91198803172721,0.0,63.0,"[0.0, 2.0, 39.0, 41.0, 42.0, 43.0, 44.0, 46.0, 48.0, 50.0, 63.0]",0.007621427662668069,854367,3,0.0,9757,2.9698872337202584e-05,0.0,1.0,0.012514595497749654,0.0,1.0,0.06141837897523375,1.0,0.1286571111981008,0.0021833648393194795,1.2569444444444442,0.6014843592142283,6,1,2.0134925339430376,460.0,1.0,3.386287295000988,2.149876283363029
WN18RR,0,ComplEx,random,0.15,9455,8558,6753,6013,0.4572782467051681,0.41899896342366355,0.39167777284169997,0.32644750481267587,0.3722728192806244,5388.9921875,0.4537668385165475,0.41584899384666557,0.387161150839847,0.3217196075170464,5438.62158203125,0.3681827783584595,0.05692757563924629,0.0770042879922741,0.0006362708150434178,1543.880453824997,0.05692757563924629,0.0770042879922741,0.0006362708150434178,0.01579141616821289,0.05692757563924629,0.0770042879922741,0.0006362708150434178,1.4848451614379883,0.05692757563924629,0.0770042879922741,0.0006362708150434178,2.782820463180542,True,0.8352673483321195,2.465544022288518e-05,3.648955842106561,150239.13851426326,0.12255892611925581,0.10893991313110396,94799.45834469784,3.030578537442798e-05,11,32997,53821,4.943289109701443e-05,66,0.006599841667451257,394,0.9691487104888323,0.9837238252726631,3,0,0,4,3.2621753492741763,436,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 6.0, 436.0]",1.6310876746370881,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 432.0]",1.6310876746370881,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 283.0]",0,21.128912305592745,-0.05403335242991078,36.568778979907265,0.0,66.0,"[0.0, 1.0, 4.0, 41.0, 43.0, 44.0, 45.0, 47.0, 49.0, 50.0, 66.0]",0.00805194398717802,750791,3,0.0,8692,3.1607329483573865e-05,0.0,0.9999999999999999,0.01279706778673322,0.0,1.0,0.05111948768611503,1.0,0.1331639125275831,0.0,1.2569444444444442,0.6190620150494787,5,1,1.955117131860472,436.0,1.0,3.2621753492741763,2.148604951299466
